textbox3,textbox7,textbox12,textbox23,textbox10,textbox9,textbox11,textbox8
"Friday, June 6, 2025",All,All,True,All,All,All,All

Location,textbox39,textbox89,AnimalName,Species,PrimaryBreed,textbox90,PrimaryColour,Stage,ReviewDate,StageChangeReason,ARN,textbox61,textbox78,SecondaryBreed,Gender,SecondaryColour,textbox79,SubLocation,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,textbox47
  If The Fur Fits,30,A0057853590,SPEEDO,Cat,Snowshoe,4m 13d,Lynx,In If the Fur Fits - Medical,5/21/2025 12:00 AM,,,200.00,Small,Mix,M,,,Medical,,,,,372
  If The Fur Fits,30,A0057884999,COLLIE,Cat,Domestic Shorthair,4y 3m 17d,Orange,In If the Fur Fits - Medical,,NEEDS DENTAL SCHEDULED,,120.00,Small,,M,,,Medical,,,,,372
  If The Fur Fits,30,A0057966945,Nushi,Cat,Domestic Shorthair,6y 3m 0d,Blue,In If the Fur Fits - Medical,7/9/2025 12:00 AM,,,50.00,Small,,M,White,,Medical,,,,,372
  If The Fur Fits,30,A0058017236,BENTLEY,Dog,Hound,3y 2m 23d,Black,In If the Fur Fits - Medical,5/21/2025 12:00 AM,,,250.00,Large,Mix,M,Tan,,Medical,,,,,372
  If The Fur Fits,30,A0058018420,SAMMY,Dog,Shih Tzu,8y 8m 24d,White,In If the Fur Fits - Medical,6/26/2025 12:00 AM,IN ITFF MEDICAL,,250.00,Small,"Chihuahua, Short Coat",M,Blue,,Medical,,,,,372
  If The Fur Fits,30,A0058048215,OREO,Cat,Domestic Shorthair,8y 2m 17d,Black,In If the Fur Fits - Medical,6/18/2025 12:00 AM,NEEDS DENTAL SCHEDULED,,50.00,Small,,M,White,,Medical,,,,,372
  If The Fur Fits,30,A0058060615,Blossom,Cat,Domestic Shorthair,1y 2m 15d,Orange,In If the Fur Fits - Trial,,,BLOSSOM,120.00,Small,,F,Black,,Trial,,,,,372
  If The Fur Fits,30,A0058074487,JENNIFER,Cat,Domestic Shorthair,8y 2m 12d,White,In If the Fur Fits - Medical,,NEEDS DENTAL SCHEDULED,,50.00,Small,,F,Black,,Medical,,,,,372
  If The Fur Fits,30,A0058074491,CARMELA,Cat,Domestic Shorthair,8y 2m 12d,Blue,In If the Fur Fits - Medical,,,,50.00,Small,,F,White,,Medical,,,,,372
  If The Fur Fits,30,A0058216827,WESLEY,Cat,Domestic Shorthair,6y 2m 7d,Blue,In If the Fur Fits - Medical,,,,50.00,Small,,M,,,Medical,,,,,372
  If The Fur Fits,30,A0058257630,FRANNIE,Cat,British Shorthair,6y 1m 30d,Brown,In If the Fur Fits - Medical,6/9/2025 12:00 AM,,,50.00,Small,Mix,F,,,Medical,,,,,372
  If The Fur Fits,30,A0058304780,BEAUFORD,Dog,Shih Tzu,5y 1m 22d,White,In If the Fur Fits - Medical,,,,250.00,Medium,Mix,M,Brown,,Medical,,,,,372
  If The Fur Fits,30,A0058304783,MUPPET,Dog,Shih Tzu,3y 1m 20d,White,In If the Fur Fits - Medical,,,,250.00,Small,Mix,F,,,Medical,,,,,372
  If The Fur Fits,30,A0058365909,FRANKLIN,Cat,Domestic Shorthair,8y 1m 13d,Grey,In If the Fur Fits - Medical,,,FRANNY/FRANCIS,50.00,Small,,M,White,,Medical,,,,,372
  If The Fur Fits,30,A0058370607,HELENA,Cat,Domestic Shorthair,5y 1m 8d,Black,In If the Fur Fits - Behavior,6/20/2025 12:00 AM,,,50.00,Small,,F,White,,Behavior,,,,,372
  If The Fur Fits,30,A0058377570,PLUM,Cat,Domestic Longhair,7y 1m 11d,Black,In If the Fur Fits - Medical,7/31/2025 12:00 AM,,,50.00,Small,,F,White,,Medical,,,,,372
  If The Fur Fits,30,A0058387440,Coco,Dog,"Terrier, Yorkshire",2y 1m 9d,Brown,In If the Fur Fits - Medical,,,,250.00,Small,Mix,M,,,Medical,,,,,372
  If The Fur Fits,30,A0058421981,HONEY BUN,Dog,Mastiff,4m 4d,Tan,In If the Fur Fits - Medical,,skin infection,,600.00,Large,Mix,F,Black,,Medical,,,,,372
  If The Fur Fits,30,A0058448506,Momo,Cat,Ragdoll,3m 11d,Cream,In If the Fur Fits - Medical,,medically cleared ITFF,36,,Small,Mix,M,Brown,,Medical,,,,,372
  If The Fur Fits,30,A0058452209,Elvis,Cat,Domestic Shorthair,1y 30d,Black,In If the Fur Fits - Medical,,medically cleared ITFF,39,,Small,,M,White,,Medical,,,,,372
  If The Fur Fits,30,A0058501181,BIG MAC,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",4y 1m 0d,White,In If the Fur Fits - Medical,6/4/2025 12:00 AM,bmc,,250.00,Medium,Mix,M,Grey,,Medical,,,,,372
  If The Fur Fits,30,A0058530760,MILO,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",1y 17d,Brown,In If the Fur Fits - Trial,6/12/2025 12:00 AM,,,250.00,Medium,Mix,M,White,,Trial,,,,,372
  If The Fur Fits,30,A0058532153,Paulie,Dog,"Poodle, Miniature",6y 18d,Black,In If the Fur Fits - Medical,6/20/2025 10:30 AM,,,250.00,Small,Mix,M,,,Behavior,,,,,372
  If The Fur Fits,30,A0058539862,Everything Bagel,Dog,Beagle,9y 17d,Black,In If the Fur Fits - Medical,,,,200.00,Small,Mix,F,Tan,,Medical,,,,,372
  If The Fur Fits,30,A0058545036,Lucy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",4y 9d,Black,In If the Fur Fits - Trial,6/9/2025 12:00 AM,,,250.00,Medium,Mix,F,,,Trial,,,,,372
  If The Fur Fits,30,A0058597538,Queenie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",4y 10m 11d,White,In If the Fur Fits - Trial,6/7/2025 12:00 AM,,,250.00,Large,Mix,F,,,Trial,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058212979,Bunny 6,Rabbit,Florida White,2m 8d,White,Pending Foster Pickup,,returned from FC,,,Small,Satin,F,,,Rabbitat 2,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058212982,Bunny 4,Rabbit,Florida White,2m 8d,White,Pending Foster Pickup,,returned from FC,,,Small,Satin,F,,,Rabbitat 2,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058448688,Trivento,Cat,Domestic Longhair,2y 30d,Black,Hold - Rescue,,HOLD FOR FCF,38,,Medium,,M,,,Room 2,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058459452,CHATEAU ST. MICHELLE,Cat,Domestic Longhair,3y 29d,Blue,Hold - Rescue,,HOLD FOR FCF,47,,Small,,F,,,Room 2,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058470388,DASHWOOD,Cat,Domestic Longhair,1y 28d,Black,Hold - Rescue,,HOLD FOR FCF,,,Small,,F,,,Room 2,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058472245,BERINGER,Cat,Siamese,3y 25d,Seal,Hold - Rescue,,HOLD FOR FCF,,,Small,Mix,M,,,Room 1,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058474036,APOSTROPHE,Cat,Domestic Longhair,10m 27d,Black,Hold - Rescue,,HOLD FOR FCF,,,Small,,F,,,Room 1,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058520465,MALBEC,Cat,Domestic Longhair,1y 24d,Black,Hold - Rescue,,HOLD FOR FCF,,,Small,,M,,,Room 2,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058580905,LEROY,Reptile/Amphibian,"Gecko, Leopard Spotted",,Yellow,Available,,,,30.00,Small,,M,Black,,Boaphile 1,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058619160,,Domestic (Cage) Bird,Pigeon,,White,Hold - Stray,6/7/2025 8:18 AM,,CAFE AU LAIT,,Small,,U,Tan,,Multi Animal Holding,,,,,372
"  Multi-Animal Holding, Room 229",11,A0058627436,,Domestic (Cage) Bird,Pigeon,,Red,Hold - Stray,6/10/2025 12:00 AM,,HANS,,Small,,U,White,,Multi Animal Holding,,,,,372
  Offsite Adoptions,4,A0058450092,Milo,Cat,Domestic Shorthair,2m 11d,Blue,Available,,,,,Small,Mix,M,White,,Petsmart Amherst,,,,,372
  Offsite Adoptions,4,A0058553455,Mia,Cat,Domestic Shorthair,1y 15d,Black,Available,,,,,Small,Mix,F,White,,Petsmart Orchard Pk,,,,,372
  Offsite Adoptions,4,A0058621362,Mark,Cat,Domestic Shorthair,2m 13d,White,Available,,,,,Small,Mix,M,Brown,,Petsmart Clarence,,,,,372
  Offsite Adoptions,4,A0058621365,Tina,Cat,Domestic Shorthair,2m 13d,Brown,Available,,,,,Small,Mix,F,White,,Petsmart Clarence,,,,,372
  Receiving,3,A0057976477,Bubba,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",10m 30d,Tan,Evaluate,,,,400.00,Large,Mix,M,,,Receiving,,,,,372
  Receiving,3,A0058467398,,Cat,Domestic Shorthair,5m 24d,Black,Clinic Animal,,,,,Small,,M,,,Receiving,,,,,372
  Receiving,3,A0058467403,,Cat,Domestic Shorthair,5m 24d,Brown,Clinic Animal,,,,,Small,,M,White,,Receiving,,,,,372
  Small Animals & Exotics,8,A0058467665,INDIGO,Domestic (Cage) Bird,Parakeet (Budgie),,Blue,Available,,,,20.00,Small,,M,White,,Bird Cage 2,,,,,372
  Small Animals & Exotics,8,A0058480470,OCEAN,Domestic (Cage) Bird,Parakeet (Budgie),,Blue,Available,,CLEAR,,20.00,Small,,M,,,Bird Cage 4,,,,,372
  Small Animals & Exotics,8,A0058529193,TRUFFLE,Rodent,GUINEA PIG,6y 18d,Silver,Available,,,,25.00,Small,,M,White,,Countertop Cage 1,,,,,372
  Small Animals & Exotics,8,A0058571051,PIGGY STARDUST,Rodent,GUINEA PIG,4m 13d,Brown,Available,,,,25.00,Small,,M,White,,Mammal 1,,,,,372
  Small Animals & Exotics,8,A0058571053,DAVID BOWIE,Rodent,GUINEA PIG,4m 13d,Brown,Available,,,,25.00,Small,,M,White,,Mammal 1,,,,,372
  Small Animals & Exotics,8,A0058571057,BIBBLE,Rodent,GUINEA PIG,,Brown,Available,,,,25.00,Small,,M,White,,Mammal 2,,,,,372
  Small Animals & Exotics,8,A0058583637,NUTMEG,Rodent,RAT-DOMESTIC,,Black,Hold - Surgery,,,,,Small,,M,White,,Mammal 3,,,,,372
  Small Animals & Exotics,8,A0058583652,ALLSPICE,Rodent,RAT-DOMESTIC,,White,Hold - Doc,,tx for wounds,,,Small,,M,Grey,,Mammal 4,,,,,372
  Small Dog Recovery,2,A0058545411,Iris,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",9m 9d,White,Hold - Doc,,Incision,,,Medium,Mix,F,Black,,01,,,,,372
  Small Dog Recovery,2,A0058624334,Gizmo,Dog,Shih Tzu,9y 4d,Cream,Hold - Doc,,,,,Small,,M,,,03,,,,,372

